Referencia;Categoria;Endereco;Endereco Numero;Endereco Complemento;Dormitorio;Valor venda;Valor Aluguel;Bairro Comercial;Empreendimento;Valor M2 Aluguel;Valor M2 venda;Valor total aluguel;Data cadastro;Data atualizacao;Equipes do Imovel;Corretores do Imovel;Nome;Publicar Viva Real VRSync;Publicar Viva Real VRSync 2;Status;Area Privativa;Tem Placa;Vagas;Suite;Ano de Construção;Lançamento
Totalmente reformado;Sobrado;Av. Ipiranga;289.0;Av. Ipiranga;0.0;0.0;3800.0;Tatuapé;;46.666.666.666.667;0.0;4000.0;05/08/2005;04/09/2005;;Moderno e funcional;Espaçoso e iluminado;Moderno e funcional;Espaçoso e iluminado;Espaçoso e iluminado;83.0;Espaçoso e iluminado;0.0;0.0;0;Excelente oportunidade
Excelente oportunidade;Studio;Av. Ipiranga;210.0;Av. Ipiranga;3.0;1086900.0;0.0;Higienópolis;Imóvel bem localizado;0.0;66.666.666.666.667;1800.0;08/08/2005;07/09/2005;;Imóvel bem localizado;Espaçoso e iluminado;Moderno e funcional;Imóvel bem localizado;Excelente oportunidade;178.0;Imóvel bem localizado;3.0;2.0;0;Excelente oportunidade
Moderno e funcional;Sobrado;Rua Bela Cintra;532.0;Av. Ipiranga;2.0;301300.0;0.0;Pinheiros;Excelente oportunidade;0.0;70.888.888.888.889;400.0;11/08/2005;10/09/2005;;Totalmente reformado;Espaçoso e iluminado;Moderno e funcional;Espaçoso e iluminado;Excelente oportunidade;42.0;Imóvel bem localizado;1.0;0.0;0;Espaçoso e iluminado
Espaçoso e iluminado;Sobrado;Rua Augusta;272.0;Av. Angélica;0.0;0.0;2500.0;Pinheiros;;16.666.666.666.667;0.0;2900.0;14/08/2005;13/09/2005;;Totalmente reformado;Moderno e funcional;Moderno e funcional;Espaçoso e iluminado;Imóvel bem localizado;162.0;Espaçoso e iluminado;0.0;0.0;0;Excelente oportunidade
Totalmente reformado;Studio;Rua Augusta;208.0;Av. Ipiranga;0.0;3224900.0;14700.0;Moema;;0.0;4400.0;17400.0;17/08/2005;16/09/2005;;Moderno e funcional;Excelente oportunidade;Excelente oportunidade;Moderno e funcional;Moderno e funcional;809.0;Totalmente reformado;0.0;0.0;0;Excelente oportunidade
Espaçoso e iluminado;Casa;Av. Paulista;944.0;Av. Ipiranga;0.0;0.0;1500.0;Moema;Excelente oportunidade;3.265.306.122.449;0.0;2300.0;20/08/2005;19/09/2005;;Moderno e funcional;Totalmente reformado;Excelente oportunidade;Excelente oportunidade;Excelente oportunidade;59.0;Totalmente reformado;1.0;0.0;2015;Espaçoso e iluminado
Moderno e funcional;Ponto Comercial;Av. Angélica;97.0;Av. Angélica;3.0;732800.0;0.0;Moema;;0.0;15.446.808.510.638;0.0;22/08/2005;21/09/2005;;Imóvel bem localizado;Totalmente reformado;Espaçoso e iluminado;Espaçoso e iluminado;Excelente oportunidade;491.0;Totalmente reformado;2.0;0.0;0;Espaçoso e iluminado
Espaçoso e iluminado;Cobertura;Av. Angélica;632.0;Av. Angélica;2.0;288900.0;0.0;Tatuapé;Excelente oportunidade;0.0;57.416.666.666.667;0.0;25/08/2005;24/09/2005;;Totalmente reformado;Moderno e funcional;Imóvel bem localizado;Espaçoso e iluminado;Totalmente reformado;50.0;Moderno e funcional;1.0;0.0;0;Imóvel bem localizado
Totalmente reformado;Apartamento;Av. Paulista;678.0;Av. Angélica;3.0;1312600.0;0.0;Pinheiros;;0.0;45.454.545.454.545;300.0;28/08/2005;27/09/2005;;Espaçoso e iluminado;Espaçoso e iluminado;Totalmente reformado;Moderno e funcional;Imóvel bem localizado;335.0;Totalmente reformado;4.0;1.0;0;Moderno e funcional
Espaçoso e iluminado;Casa;Rua Bela Cintra;67.0;Av. Ipiranga;4.0;816900.0;0.0;Pinheiros;;0.0;4.778.276.307.229;200.0;31/08/2005;30/09/2005;;Imóvel bem localizado;Espaçoso e iluminado;Moderno e funcional;Moderno e funcional;Excelente oportunidade;175.0;Totalmente reformado;3.0;2.0;0;Totalmente reformado
Totalmente reformado;Apartamento;Av. Ipiranga;85.0;Av. Angélica;3.0;636200.0;0.0;Moema;;0.0;49.305.555.555.556;100.0;03/09/2005;03/10/2005;;Excelente oportunidade;Imóvel bem localizado;Totalmente reformado;Imóvel bem localizado;Totalmente reformado;156.0;Moderno e funcional;2.0;3.0;0;Espaçoso e iluminado
Imóvel bem localizado;Ponto Comercial;Rua Bela Cintra;180.0;Rua Augusta;3.0;877400.0;0.0;Vila Mariana;;0.0;50.555.555.555.556;200.0;06/09/2005;06/10/2005;;Imóvel bem localizado;Moderno e funcional;Excelente oportunidade;Totalmente reformado;Totalmente reformado;168.0;Totalmente reformado;2.0;3.0;0;Moderno e funcional
Excelente oportunidade;Casa;Av. Paulista;97.0;Av. Paulista;4.0;619300.0;0.0;Vila Mariana;;0.0;35.353.535.353.535;100.0;09/09/2005;09/10/2005;;Imóvel bem localizado;Imóvel bem localizado;Espaçoso e iluminado;Excelente oportunidade;Imóvel bem localizado;212.0;Espaçoso e iluminado;2.0;2.0;0;Imóvel bem localizado
Imóvel bem localizado;Apartamento;Rua Oscar Freire;76.0;Rua Oscar Freire;5.0;1575000.0;0.0;Vila Mariana;;0.0;42.388.730.875.054;1100.0;12/09/2005;12/10/2005;;Espaçoso e iluminado;Imóvel bem localizado;Imóvel bem localizado;Imóvel bem localizado;Excelente oportunidade;382.0;Espaçoso e iluminado;4.0;2.0;0;Excelente oportunidade
Excelente oportunidade;Apartamento;Rua Augusta;491.0;Rua Oscar Freire;3.0;518500.0;0.0;Moema;;0.0;5.047.619.047.619;100.0;15/09/2005;15/10/2005;;Espaçoso e iluminado;Moderno e funcional;Imóvel bem localizado;Totalmente reformado;Excelente oportunidade;108.0;Excelente oportunidade;2.0;2.0;0;Totalmente reformado
Imóvel bem localizado;Sobrado;Av. Angélica;688.0;Rua Oscar Freire;0.0;373800.0;0.0;Vila Mariana;;0.0;0.0;0.0;18/09/2005;18/10/2005;;Excelente oportunidade;Imóvel bem localizado;Moderno e funcional;Excelente oportunidade;Excelente oportunidade;0.0;Moderno e funcional;0.0;0.0;0;Imóvel bem localizado
Espaçoso e iluminado;Apartamento;Rua Augusta;36.0;Rua Oscar Freire;3.0;841200.0;0.0;Moema;Moderno e funcional;0.0;40.807.174.887.892;600.0;21/09/2005;21/10/2005;;Imóvel bem localizado;Moderno e funcional;Totalmente reformado;Totalmente reformado;Espaçoso e iluminado;261.0;Excelente oportunidade;3.0;3.0;0;Imóvel bem localizado
Excelente oportunidade;Cobertura;Rua Augusta;290.0;Rua Bela Cintra;4.0;963500.0;0.0;Santa Cecília;;0.0;22.222.222.222.222;100.0;24/09/2005;24/10/2005;;Espaçoso e iluminado;Imóvel bem localizado;Imóvel bem localizado;Imóvel bem localizado;Moderno e funcional;523.0;Imóvel bem localizado;4.0;1.0;0;Imóvel bem localizado
Totalmente reformado;Studio;Av. Paulista;;Av. Paulista;0.0;425300.0;0.0;Tatuapé;;0.0;0.0;100.0;27/09/2005;27/10/2005;;Excelente oportunidade;Totalmente reformado;Espaçoso e iluminado;Espaçoso e iluminado;Moderno e funcional;0.0;Totalmente reformado;0.0;0.0;0;Totalmente reformado
Imóvel bem localizado;Ponto Comercial;Rua Oscar Freire;487.0;Rua Oscar Freire;3.0;947200.0;0.0;Higienópolis;;0.0;25.132.940.674.195;600.0;29/09/2005;29/10/2005;;Moderno e funcional;Moderno e funcional;Totalmente reformado;Imóvel bem localizado;Totalmente reformado;404.0;Imóvel bem localizado;4.0;2.0;0;Totalmente reformado
Imóvel bem localizado;Ponto Comercial;Rua Oscar Freire;1075.0;Av. Angélica;12.0;4669900.0;0.0;Pinheiros;Espaçoso e iluminado;0.0;76.363.636.363.636;5700.0;02/10/2005;01/11/2005;;Imóvel bem localizado;Espaçoso e iluminado;Moderno e funcional;Espaçoso e iluminado;Totalmente reformado;526.0;Excelente oportunidade;11.0;3.0;0;Imóvel bem localizado
Espaçoso e iluminado;Cobertura;Rua Oscar Freire;880.0;Av. Angélica;4.0;737600.0;0.0;Moema;;0.0;34.545.454.545.455;200.0;05/10/2005;04/11/2005;;Excelente oportunidade;Imóvel bem localizado;Moderno e funcional;Espaçoso e iluminado;Moderno e funcional;236.0;Moderno e funcional;8.0;3.0;0;Espaçoso e iluminado
Moderno e funcional;Studio;Av. Angélica;641.0;Rua Bela Cintra;0.0;3235200.0;0.0;Tatuapé;;0.0;46.153.846.153.846;600.0;08/10/2005;07/11/2005;;Espaçoso e iluminado;Excelente oportunidade;Moderno e funcional;Moderno e funcional;Excelente oportunidade;620.0;Totalmente reformado;0.0;0.0;0;Espaçoso e iluminado
Moderno e funcional;Sobrado;Rua Bela Cintra;757.0;Av. Paulista;4.0;1307400.0;0.0;Higienópolis;;0.0;44.642.857.142.857;1700.0;11/10/2005;10/11/2005;;Totalmente reformado;Imóvel bem localizado;Excelente oportunidade;Espaçoso e iluminado;Espaçoso e iluminado;299.0;Moderno e funcional;5.0;4.0;0;Imóvel bem localizado
Totalmente reformado;Ponto Comercial;Rua Bela Cintra;286.0;Rua Bela Cintra;3.0;2130000.0;0.0;Higienópolis;;0.0;34.653.465.346.535;800.0;14/10/2005;13/11/2005;;Imóvel bem localizado;Excelente oportunidade;Moderno e funcional;Imóvel bem localizado;Totalmente reformado;713.0;Espaçoso e iluminado;6.0;3.0;0;Totalmente reformado
Imóvel bem localizado;Apartamento;Rua Bela Cintra;855.0;Av. Angélica;3.0;3368400.0;0.0;Pinheiros;;0.0;42.842.857.142.857;6700.0;17/10/2005;16/11/2005;;Excelente oportunidade;Excelente oportunidade;Espaçoso e iluminado;Espaçoso e iluminado;Imóvel bem localizado;688.0;Excelente oportunidade;6.0;1.0;0;Moderno e funcional
Imóvel bem localizado;Studio;Av. Ipiranga;425.0;Av. Angélica;4.0;657200.0;0.0;Moema;;0.0;47.770.700.636.943;2100.0;20/10/2005;19/11/2005;;Moderno e funcional;Espaçoso e iluminado;Excelente oportunidade;Excelente oportunidade;Espaçoso e iluminado;154657.0;Moderno e funcional;2.0;1.0;0;Espaçoso e iluminado
Excelente oportunidade;Cobertura;Rua Oscar Freire;425.0;Av. Angélica;3.0;695600.0;0.0;Santa Cecília;;0.0;47.916.666.666.667;2200.0;23/10/2005;22/11/2005;;Totalmente reformado;Moderno e funcional;Espaçoso e iluminado;Totalmente reformado;Totalmente reformado;164.0;Totalmente reformado;2.0;1.0;0;Imóvel bem localizado
Excelente oportunidade;Sobrado;Rua Augusta;;Av. Ipiranga;6.0;1024000.0;0.0;Tatuapé;;0.0;22.652.622.458.597;400.0;26/10/2005;25/11/2005;;Totalmente reformado;Espaçoso e iluminado;Totalmente reformado;Imóvel bem localizado;Espaçoso e iluminado;567.0;Imóvel bem localizado;4.0;2.0;0;Espaçoso e iluminado
Moderno e funcional;Apartamento;Rua Augusta;;Av. Ipiranga;0.0;258300.0;0.0;Higienópolis;Imóvel bem localizado;0.0;78.333.333.333.333;300.0;29/10/2005;28/11/2005;;Excelente oportunidade;Excelente oportunidade;Imóvel bem localizado;Imóvel bem localizado;Excelente oportunidade;271.0;Excelente oportunidade;0.0;0.0;0;Totalmente reformado
Espaçoso e iluminado;Sobrado;Av. Paulista;135.0;Rua Bela Cintra;4.0;1104000.0;0.0;Higienópolis;;0.0;41.811.846.689.895;3800.0;01/11/2005;01/12/2005;;Excelente oportunidade;Totalmente reformado;Totalmente reformado;Espaçoso e iluminado;Espaçoso e iluminado;309.0;Excelente oportunidade;5.0;1.0;0;Imóvel bem localizado
Moderno e funcional;Sobrado;Rua Bela Cintra;115.0;Av. Ipiranga;5.0;2563500.0;0.0;Moema;Totalmente reformado;0.0;83.548.387.096.774;1000.0;04/11/2005;04/12/2005;;Excelente oportunidade;Espaçoso e iluminado;Excelente oportunidade;Imóvel bem localizado;Excelente oportunidade;307.0;Moderno e funcional;10.0;4.0;0;Excelente oportunidade
Imóvel bem localizado;Sobrado;Av. Ipiranga;241.0;Rua Oscar Freire;3.0;1185000.0;0.0;Pinheiros;;0.0;36.363.636.363.636;0.0;06/11/2005;06/12/2005;;Excelente oportunidade;Espaçoso e iluminado;Espaçoso e iluminado;Moderno e funcional;Espaçoso e iluminado;358.0;Excelente oportunidade;4.0;0.0;0;Moderno e funcional
Imóvel bem localizado;Sobrado;Rua Bela Cintra;235.0;Av. Paulista;6.0;3644300.0;0.0;Moema;Moderno e funcional;0.0;68.817.204.301.075;800.0;09/11/2005;09/12/2005;;Excelente oportunidade;Excelente oportunidade;Moderno e funcional;Moderno e funcional;Imóvel bem localizado;459.0;Espaçoso e iluminado;12.0;3.0;0;Imóvel bem localizado
Moderno e funcional;Sobrado;Rua Bela Cintra;440.0;Av. Paulista;2.0;249100.0;0.0;Vila Mariana;;0.0;47.169.811.320.755;300.0;12/11/2005;12/12/2005;;Totalmente reformado;Imóvel bem localizado;Espaçoso e iluminado;Excelente oportunidade;Imóvel bem localizado;54.0;Espaçoso e iluminado;1.0;0.0;0;Totalmente reformado
Moderno e funcional;Casa;Av. Angélica;139.0;Av. Paulista;5.0;1795500.0;0.0;Higienópolis;;0.0;68.181.818.181.818;500.0;15/11/2005;15/12/2005;;Espaçoso e iluminado;Espaçoso e iluminado;Espaçoso e iluminado;Espaçoso e iluminado;Totalmente reformado;282.0;Totalmente reformado;3.0;4.0;0;Imóvel bem localizado
Excelente oportunidade;Casa;Av. Angélica;121.0;Rua Augusta;3.0;1593700.0;0.0;Pinheiros;;0.0;66.666.666.666.667;600.0;18/11/2005;18/12/2005;;Imóvel bem localizado;Excelente oportunidade;Imóvel bem localizado;Excelente oportunidade;Imóvel bem localizado;226.0;Totalmente reformado;4.0;3.0;0;Totalmente reformado
Espaçoso e iluminado;Apartamento;Av. Ipiranga;96.0;Av. Angélica;3.0;1055100.0;0.0;Pinheiros;;0.0;4900.0;600.0;21/11/2005;21/12/2005;;Moderno e funcional;Espaçoso e iluminado;Imóvel bem localizado;Imóvel bem localizado;Moderno e funcional;184.0;Totalmente reformado;3.0;1.0;0;Moderno e funcional
Imóvel bem localizado;Sobrado;Rua Augusta;132.0;Av. Ipiranga;3.0;862000.0;0.0;Santa Cecília;;0.0;37.954.545.454.545;100.0;24/11/2005;24/12/2005;;Imóvel bem localizado;Imóvel bem localizado;Moderno e funcional;Moderno e funcional;Totalmente reformado;243.0;Excelente oportunidade;3.0;1.0;0;Excelente oportunidade
Imóvel bem localizado;Studio;Rua Bela Cintra;325.0;Rua Bela Cintra;3.0;1539400.0;0.0;Vila Mariana;;0.0;60.204.697.441.141;900.0;27/11/2005;27/12/2005;;Totalmente reformado;Espaçoso e iluminado;Imóvel bem localizado;Excelente oportunidade;Totalmente reformado;257.0;Espaçoso e iluminado;6.0;1.0;0;Excelente oportunidade
Excelente oportunidade;Cobertura;Av. Ipiranga;665.0;Av. Paulista;4.0;789300.0;0.0;Higienópolis;;0.0;3800.0;300.0;30/11/2005;30/12/2005;;Totalmente reformado;Espaçoso e iluminado;Espaçoso e iluminado;Imóvel bem localizado;Excelente oportunidade;186.0;Imóvel bem localizado;4.0;1.0;0;Imóvel bem localizado
Excelente oportunidade;Sobrado;Rua Bela Cintra;75.0;Rua Bela Cintra;4.0;1715700.0;0.0;Pinheiros;;0.0;71.120.689.655.172;800.0;03/12/2005;02/01/2006;;Totalmente reformado;Moderno e funcional;Excelente oportunidade;Totalmente reformado;Imóvel bem localizado;269.0;Excelente oportunidade;3.0;4.0;0;Totalmente reformado
Excelente oportunidade;Sobrado;Av. Ipiranga;138.0;Rua Augusta;0.0;1984700.0;0.0;Tatuapé;;0.0;0.0;400.0;06/12/2005;05/01/2006;;Moderno e funcional;Moderno e funcional;Moderno e funcional;Moderno e funcional;Imóvel bem localizado;0.0;Imóvel bem localizado;0.0;0.0;0;Imóvel bem localizado
Moderno e funcional;Ponto Comercial;Av. Ipiranga;75.0;Av. Angélica;4.0;1319400.0;0.0;Vila Mariana;;0.0;66.810.344.827.586;800.0;09/12/2005;08/01/2006;;Moderno e funcional;Imóvel bem localizado;Espaçoso e iluminado;Totalmente reformado;Imóvel bem localizado;260.0;Espaçoso e iluminado;3.0;3.0;0;Excelente oportunidade
Totalmente reformado;Studio;Rua Augusta;73.0;Rua Augusta;3.0;684000.0;0.0;Vila Mariana;;0.0;54.370.911.985.201;100.0;12/12/2005;11/01/2006;;Totalmente reformado;Moderno e funcional;Imóvel bem localizado;Espaçoso e iluminado;Imóvel bem localizado;128.0;Imóvel bem localizado;2.0;4.0;0;Moderno e funcional
Excelente oportunidade;Casa;Av. Angélica;2100.0;Av. Paulista;5.0;2802900.0;0.0;Higienópolis;;0.0;48.275.862.068.966;2000.0;14/12/2005;13/01/2006;;Totalmente reformado;Imóvel bem localizado;Totalmente reformado;Espaçoso e iluminado;Moderno e funcional;542.0;Moderno e funcional;4.0;2.0;0;Excelente oportunidade
Moderno e funcional;Studio;Rua Bela Cintra;2.0;Rua Augusta;3.0;770600.0;0.0;Pinheiros;;0.0;49.754.157.001.903;1700.0;17/12/2005;16/01/2006;;Totalmente reformado;Excelente oportunidade;Moderno e funcional;Espaçoso e iluminado;Totalmente reformado;154.0;Espaçoso e iluminado;2.0;1.0;0;Totalmente reformado
Moderno e funcional;Sobrado;Rua Bela Cintra;;Av. Angélica;0.0;809600.0;0.0;Higienópolis;;0.0;0.0;0.0;20/12/2005;19/01/2006;;Totalmente reformado;Espaçoso e iluminado;Totalmente reformado;Moderno e funcional;Excelente oportunidade;0.0;Imóvel bem localizado;0.0;0.0;0;Totalmente reformado
Moderno e funcional;Sobrado;Av. Angélica;2587.0;Av. Ipiranga;4.0;2279800.0;0.0;Higienópolis;;0.0;31.917.591.125.198;800.0;23/12/2005;22/01/2006;;Totalmente reformado;Totalmente reformado;Imóvel bem localizado;Excelente oportunidade;Moderno e funcional;628.0;Totalmente reformado;9.0;2.0;0;Totalmente reformado
Imóvel bem localizado;Apartamento;Av. Angélica;1500.0;Rua Bela Cintra;4.0;1743300.0;0.0;Tatuapé;;0.0;56.363.636.363.636;300.0;26/12/2005;25/01/2006;;Totalmente reformado;Imóvel bem localizado;Totalmente reformado;Excelente oportunidade;Imóvel bem localizado;324.0;Imóvel bem localizado;4.0;2.0;0;Moderno e funcional
Imóvel bem localizado;Cobertura;Rua Bela Cintra;53.0;Av. Paulista;3.0;822200.0;0.0;Pinheiros;;0.0;39.473.684.210.526;200.0;29/12/2005;28/01/2006;;Espaçoso e iluminado;Imóvel bem localizado;Excelente oportunidade;Moderno e funcional;Moderno e funcional;191.0;Excelente oportunidade;2.0;1.0;0;Espaçoso e iluminado
Imóvel bem localizado;Sobrado;Av. Paulista;1.0;Rua Oscar Freire;3.0;3296700.0;0.0;Moema;Moderno e funcional;0.0;48.162.230.671.736;9500.0;01/01/2006;31/01/2006;;Imóvel bem localizado;Imóvel bem localizado;Totalmente reformado;Moderno e funcional;Excelente oportunidade;835.0;Moderno e funcional;8.0;3.0;0;Imóvel bem localizado
Moderno e funcional;Cobertura;Av. Ipiranga;2.0;Rua Augusta;4.0;3992400.0;0.0;Santa Cecília;;0.0;38.947.368.421.053;300.0;04/01/2006;03/02/2006;;Moderno e funcional;Excelente oportunidade;Espaçoso e iluminado;Excelente oportunidade;Imóvel bem localizado;991.0;Excelente oportunidade;11.0;5.0;0;Espaçoso e iluminado
Imóvel bem localizado;Casa;Rua Oscar Freire;1.0;Rua Augusta;4.0;1435100.0;0.0;Pinheiros;Totalmente reformado;0.0;40.033.308.964.099;1600.0;07/01/2006;06/02/2006;;Excelente oportunidade;Totalmente reformado;Excelente oportunidade;Excelente oportunidade;Totalmente reformado;298.0;Totalmente reformado;4.0;2.0;0;Moderno e funcional
Moderno e funcional;Sobrado;Av. Angélica;;Rua Oscar Freire;3.0;2040100.0;0.0;Santa Cecília;;0.0;37.126.865.671.642;300.0;10/01/2006;09/02/2006;;Espaçoso e iluminado;Totalmente reformado;Moderno e funcional;Excelente oportunidade;Espaçoso e iluminado;631.0;Espaçoso e iluminado;4.0;1.0;0;Totalmente reformado
Totalmente reformado;Casa;Rua Bela Cintra;1.0;Av. Angélica;3.0;1126900.0;0.0;Higienópolis;Totalmente reformado;0.0;3.774.879.969.252;1400.0;13/01/2006;12/02/2006;;Moderno e funcional;Espaçoso e iluminado;Totalmente reformado;Espaçoso e iluminado;Espaçoso e iluminado;349.0;Totalmente reformado;3.0;1.0;0;Espaçoso e iluminado
Espaçoso e iluminado;Apartamento;Av. Paulista;;Av. Ipiranga;8.0;3054900.0;0.0;Santa Cecília;Excelente oportunidade;0.0;49.628.252.788.104;1300.0;16/01/2006;15/02/2006;;Excelente oportunidade;Imóvel bem localizado;Totalmente reformado;Totalmente reformado;Excelente oportunidade;600.0;Imóvel bem localizado;11.0;3.0;0;Excelente oportunidade
Excelente oportunidade;Studio;Rua Augusta;1.0;Av. Angélica;5.0;2033200.0;0.0;Higienópolis;Espaçoso e iluminado;0.0;45.643.153.526.971;1000.0;19/01/2006;18/02/2006;;Espaçoso e iluminado;Espaçoso e iluminado;Excelente oportunidade;Excelente oportunidade;Espaçoso e iluminado;506.0;Excelente oportunidade;6.0;4.0;0;Excelente oportunidade
Espaçoso e iluminado;Cobertura;Rua Bela Cintra;1.0;Rua Oscar Freire;4.0;3217000.0;0.0;Moema;Moderno e funcional;0.0;35.714.285.714.286;1200.0;22/01/2006;21/02/2006;;Imóvel bem localizado;Totalmente reformado;Excelente oportunidade;Excelente oportunidade;Excelente oportunidade;1017.0;Imóvel bem localizado;4.0;2.0;0;Imóvel bem localizado
Imóvel bem localizado;Studio;Av. Ipiranga;108.0;Av. Angélica;5.0;1262300.0;0.0;Tatuapé;Espaçoso e iluminado;0.0;43.484.848.484.848;1100.0;24/01/2006;23/02/2006;;Imóvel bem localizado;Moderno e funcional;Espaçoso e iluminado;Espaçoso e iluminado;Espaçoso e iluminado;322.0;Moderno e funcional;2.0;5.0;0;Moderno e funcional
Totalmente reformado;Sobrado;Av. Angélica;1.0;Av. Angélica;3.0;1283800.0;0.0;Vila Mariana;Imóvel bem localizado;0.0;30.405.405.405.405;1300.0;27/01/2006;26/02/2006;;Moderno e funcional;Moderno e funcional;Moderno e funcional;Totalmente reformado;Totalmente reformado;423.0;Espaçoso e iluminado;4.0;3.0;0;Totalmente reformado
Espaçoso e iluminado;Apartamento;Av. Paulista;1.0;Rua Bela Cintra;6.0;3168600.0;0.0;Moema;Moderno e funcional;0.0;43.352.601.156.069;1600.0;30/01/2006;01/03/2006;;Excelente oportunidade;Imóvel bem localizado;Imóvel bem localizado;Espaçoso e iluminado;Excelente oportunidade;824.0;Moderno e funcional;5.0;0.0;0;Moderno e funcional
Imóvel bem localizado;Cobertura;Rua Augusta;14.0;Av. Ipiranga;2.0;744000.0;0.0;Moema;Imóvel bem localizado;0.0;38.214.285.714.286;600.0;02/02/2006;04/03/2006;;Totalmente reformado;Excelente oportunidade;Excelente oportunidade;Imóvel bem localizado;Espaçoso e iluminado;222.0;Totalmente reformado;9.0;1.0;0;Imóvel bem localizado
Imóvel bem localizado;Ponto Comercial;Rua Oscar Freire;48.0;Rua Bela Cintra;3.0;932400.0;0.0;Santa Cecília;;0.0;43.679.340.870.516;500.0;05/02/2006;07/03/2006;;Totalmente reformado;Totalmente reformado;Moderno e funcional;Moderno e funcional;Moderno e funcional;208.0;Excelente oportunidade;4.0;1.0;0;Moderno e funcional
Totalmente reformado;Apartamento;Rua Bela Cintra;257.0;Rua Oscar Freire;2.0;533900.0;0.0;Vila Mariana;;0.0;2200.0;300.0;08/02/2006;10/03/2006;;Moderno e funcional;Moderno e funcional;Moderno e funcional;Moderno e funcional;Excelente oportunidade;276.0;Excelente oportunidade;9.0;0.0;0;Espaçoso e iluminado
